season,name,retailer,category,shade,price,salePrice,url,confidence,img,dateAdded
coolSummer,BHOEM Blue Square Neck Embroidered Maxi Dress,next,dress,powderblue,514 RON,,https://www.next.ro/en/style/su974205/v34164,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/V34164s.jpg,
brightWinter,BHOEM Blue Square Neck Embroidered Maxi Dress,next,dress,icyblue,514 RON,,https://www.next.ro/en/style/su974205/v34164,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/V34164s.jpg,
coolWinter,BHOEM Blue Square Neck Embroidered Maxi Dress,next,dress,iceblue,514 RON,,https://www.next.ro/en/style/su974205/v34164,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/V34164s.jpg,
lightSpring,Aqua Blue Jersey Mini Shirred Dress,next,dress,aqua,153 RON,,https://www.next.ro/en/style/su957952/g21503,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G21503s.jpg,
warmSpring,Aqua Blue Jersey Mini Shirred Dress,next,dress,aqua,153 RON,,https://www.next.ro/en/style/su957952/g21503,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G21503s.jpg,
lightSummer,Love & Roses x RHS Blue Stripe Floral Embroidered V-Neck Shirt Mini Dress,next,dress,skyblue,484 RON,,https://www.next.ro/en/style/su898166/y28302,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y28302s.jpg,
brightWinter,Love & Roses x RHS Blue Stripe Floral Embroidered V-Neck Shirt Mini Dress,next,dress,icyblue,484 RON,,https://www.next.ro/en/style/su898166/y28302,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y28302s.jpg,
lightSummer,Lipsy Mid Wash Blue Strappy Corset Detail Denim Mini Dress,next,dress,skyblue,335 RON,,https://www.next.ro/en/style/su900445/y29010,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y29010s.jpg,
coolSummer,Lipsy Mid Wash Blue Strappy Corset Detail Denim Mini Dress,next,dress,softdenim,335 RON,,https://www.next.ro/en/style/su900445/y29010,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y29010s.jpg,
deepWinter,Sosandar Blue Metallic Spot Print Wrap Dress,next,dress,midnightblue,559 RON,,https://www.next.ro/en/style/su685364/f93656,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/F93656s.jpg,
lightSpring,Friends Like These Blue Floral Detail Strappy Midi Dress,next,dress,turquoise,633 RON,,https://www.next.ro/en/style/su870661/y17044,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y17044s.jpg,
warmSpring,Friends Like These Blue Floral Detail Strappy Midi Dress,next,dress,turquoise,633 RON,,https://www.next.ro/en/style/su870661/y17044,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y17044s.jpg,
coolWinter,Lipsy Blue Short Sleeve 100% Cotton Midi Shirt Dress,next,dress,royalblue,439 RON,,https://www.next.ro/en/style/su901594/y20680,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y20680s.jpg,
lightSpring,River Island Blue Scallop Hem Maxi Linen Blend Dress,next,dress,skyblue,439 RON,,https://www.next.ro/en/style/sv155150/690816,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/690816s.jpg,
deepAutumn,Sosandar Blue Spot Print Bardot Figure Flattering Midi Dress,next,dress,warmnavy,633 RON,,https://www.next.ro/en/style/sv139260/w01871,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/W01871s.jpg,
deepWinter,Sosandar Blue Spot Print Bardot Figure Flattering Midi Dress,next,dress,navyblue,633 RON,,https://www.next.ro/en/style/sv139260/w01871,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/W01871s.jpg,
softSummer,Love & Roses Mid Blue Embroidered Tie Mini Dress,next,dress,slateblue,432 RON,,https://www.next.ro/en/style/sv017961/y36755,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y36755s.jpg,
softAutumn,Love & Roses Mid Blue Embroidered Tie Mini Dress,next,dress,slateblue,432 RON,,https://www.next.ro/en/style/sv017961/y36755,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y36755s.jpg,
coolWinter,Love & Roses Cobalt Blue Floral Embroidered Puff Sleeve Midi Dress,next,dress,cobalt,506 RON,,https://www.next.ro/en/style/su962116/g63017,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G63017s.jpg,
deepWinter,Love & Roses Cobalt Blue Floral Embroidered Puff Sleeve Midi Dress,next,dress,deepcobalt,506 RON,,https://www.next.ro/en/style/su962116/g63017,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G63017s.jpg,
softSummer,Friends Like These Mid Wash Shirred Chambray Denim Cami Mini Dress,next,dress,softdenim,290 RON,,https://www.next.ro/en/style/su962026/w14320,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/W14320s.jpg,
softAutumn,Friends Like These Mid Wash Shirred Chambray Denim Cami Mini Dress,next,dress,warmdenim,290 RON,,https://www.next.ro/en/style/su962026/w14320,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/W14320s.jpg,
lightSummer,Friends Like These Blue Button Down Tie Waist Collared Shirt Midi Dress,next,dress,periwinkle,313 RON,,https://www.next.ro/en/style/su883295/g05057,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G05057s.jpg,
softSummer,Friends Like These Blue Button Down Tie Waist Collared Shirt Midi Dress,next,dress,softperiwinkle,313 RON,,https://www.next.ro/en/style/su883295/g05057,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G05057s.jpg,
lightSpring,River Island Blue Short Sleeve Mirror Embroidered Maxi Dress,next,dress,mint,484 RON,,https://www.next.ro/en/style/sv220475/572077,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/572077s.jpg,
lightSummer,Lemon Yellow Off The Shoulder Midi Dress,next,dress,palelemon,217 RON,,https://www.next.ro/en/style/su769454/y19830,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y19830s.jpg,
coolWinter,Lemon Yellow Off The Shoulder Midi Dress,next,dress,lemonyellow,217 RON,,https://www.next.ro/en/style/su769454/y19830,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y19830s.jpg,
lightSpring,Light Green Maxi Square Neck Shirred Strappy Dress,next,dress,mint,166 RON,,https://www.next.ro/en/style/su843231/h96678,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/H96678s.jpg,
brightWinter,White/Black Polka Dot Drop Waist Strappy Jersey Dress,next,dress,purewhite,204 RON,,https://www.next.ro/en/style/su769500/h56728,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/H56728s.jpg,
warmSpring,Ecru Tomato Print Square Neck Mini Shift Dress,next,dress,warmivory,230 RON,,https://www.next.ro/en/style/sv072027/v18721,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/V18721s.jpg,
warmAutumn,Rose Pink Flutter Sleeve Square Neck Dress,next,dress,dustyrose,332 RON,,https://www.next.ro/en/style/su903518/v26278,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/V26278s.jpg,
brightSpring,Red Button Down Midi Dress,next,dress,tomato,249 RON,,https://www.next.ro/en/style/sv040839/w11784,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/W11784s.jpg,
brightSpring,Red Tie Waist Mini Dress,next,dress,brighttomato,224 RON,,https://www.next.ro/en/style/su760103/g64667,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G64667s.jpg,
deepAutumn,Khaki Green Jersey Slouchy Shoulder Mini Dress,next,dress,darkolive,192 RON,,https://www.next.ro/en/style/su961513/g62566,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/G62566s.jpg,
deepAutumn,Chocolate Brown Shirred Strappy Jersey Midi Dress,next,dress,chocolate,179 RON,,https://www.next.ro/en/style/su903546/y30140,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y30140s.jpg,
softAutumn,Khaki Green Shirred Strappy Jersey Midi Dress,next,dress,khaki,179 RON,,https://www.next.ro/en/style/su903546/y52615,high,https://xcdn.next.co.uk/common/items/default/default/itemimages/3_4Ratio/product/lge/Y52615s.jpg,
